KEGG;NAME;ENZYME;IAFMODEL;UMBBD;CODE
R06895;coproporphyrinogen-III:S-adenosyl-L-methionine|;1.3.99.22;None;None;(2)C(H)(C(HO(H))(C(HO(H))(C(HC(H2S[+1](C(H3)C(H2C(H2C(HN(H2)C(O(H)O)))))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1>+C(H2)(C(C(C(H2C(H2C(O(H)O))))(C(C(H3))(C(C(H2)(C(C(C(H2C(H2C(O(H)O))))(C(C(H3))(C(C(H2)(C(C(C(H2C(H2C(O(H)O))))(C(C(H3))(C(C(H2)(C(C(C(H3))(C(C(H2C(H2C(O(H)O))))(C(N(H)(){17}){1})))<17>)N(H)(){12}))))<12>)N(H)(){7}))))<7>)N(H)(){2}))))<2>)<1><=>(2)C(H)(C(HO(H))(C(HO(H))(C(HC(H3))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1>+C(H2)(C(C(C(H2C(H2C(O(H)O))))(C(C(H3))(C(C(H2)(C(C(C(HC(H2)))(C(C(H3))(C(C(H2)(C(C(C(HC(H2)))(C(C(H3))(C(C(H2)(C(C(C(H3))(C(C(H2C(H2C(O(H)O))))(C(N(H)(){17}){1})))<17>)N(H)(){12}))))<12>)N(H)(){7}))))<7>)N(H)(){2}))))<2>)<1>+(2)C(H2C(HN(H2)C(O(H)O))C(H2S(C(H3))))
R05813;;2.1.1.132;None;None;(2)C(H)(C(HO(H))(C(HO(H))(C(HC(H2S[+1](C(H3)C(H2C(H2C(HN(H2)C(O(H)O)))))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1>+C(H2)(C(C(H3))(C(C(H2C(O(H)O)))(C(C(H2C(H2C(O(H)O))))(C(C(H2)(C(C(C(H3)C(H2C(H2C(O(H)O))))(C(HC(H2C(O(H)O)))(C(H)(C(C(H3))(C(C(H3)C(H2C(O(H)O)))(C(HC(H2C(H2C(O(H)O))))(C(C(H)(C(C(C(H3)C(H2C(O(H)O)))(C(C(H2C(H2C(O(H)O))))(C(N(){16}){1})))<16>)N(Co[+1])(){11}))))<11>N(){7}))))<7>)N(){2}))))<2>)<1><=>(2)C(H)(C(HO(H))(C(HO(H))(C(HC(H2S(C(H2C(H2C(HN(H2)C(O(H)O)))))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1>+C(H2)(C(C(H3))(C(C(H3))(C(C(H2C(H2C(O(H)O))))(C(C(HC(H3))(C(C(C(H3)C(H2C(H2C(O(H)O))))(C(HC(H2C(O(H)O)))(C(H)(C(C(H3))(C(C(H3)C(H2C(O(H)O)))(C(HC(H2C(H2C(O(H)O))))(C(C(C(H3))(C(C(C(H3)C(H2C(O(H)O)))(C(C(H2C(H2C(O(H)O))))(C(N(){16}){1})))<16>)N(Co[+1])(){11}))))<11>N(){7}))))<7>)N(){2}))))<2>)<1>
R05149;S-Adenosyl-L-methionine:1-precorrin-6Y C5,15-methyltransferase|;2.1.1.132;None;None;(2)C(H)(C(HO(H))(C(HO(H))(C(HC(H2S[+1](C(H3)C(H2C(H2C(HN(H2)C(O(H)O)))))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1>+C(H2)(C(C(H3))(C(C(H2C(O(H)O)))(C(C(H2C(H2C(O(H)O))))(C(C(H2)(C(C(C(H3)C(H2C(H2C(O(H)O))))(C(HC(H2C(O(H)O)))(C(H)(C(C(H3))(C(C(H3)C(H2C(O(H)O)))(C(HC(H2C(H2C(O(H)O))))(C(C(H)(C(C(C(H3)C(H2C(O(H)O)))(C(C(H2C(H2C(O(H)O))))(C(N(){16}){1})))<16>)N(H)(){11}))))<11>N(){7}))))<7>)N(){2}))))<2>)<1><=>(2)C(H)(C(HO(H))(C(HO(H))(C(HC(H2S(C(H2C(H2C(HN(H2)C(O(H)O)))))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1>+C(H2)(C(C(H3))(C(C(H3))(C(C(H2C(H2C(O(H)O))))(C(C(HC(H3))(C(C(C(H3)C(H2C(H2C(O(H)O))))(C(HC(H2C(O(H)O)))(C(H)(C(C(H3))(C(C(H3)C(H2C(O(H)O)))(C(HC(H2C(H2C(O(H)O))))(C(C(C(H3))(C(C(C(H3)C(H2C(O(H)O)))(C(HC(H2C(H2C(O(H)O))))(C(N(){16}){1})))<16>)N(){11}))))<11>N(){7}))))<7>)N(){2}))))<2>)<1>
R05525;;;None;None;(2)C(H)(C(HO(H))(C(HO(H))(C(HC(H2S[+1](C(H3)C(H2C(H2C(HN(H2)C(O(H)O)))))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1>+C(H2)(C(H)(C(HO(H))(C(H2)(C(H)(N(C(H)(C(C(H3))(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HO(H))(C(HN(H2))(C(H2)(C(HC(H3))(O(){7})))))<7>))))))<=>(2)C(H)(C(HO(H))(C(HO(H))(C(HC(H2S(C(H2C(H2C(HN(H2)C(O(H)O)))))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1>+C(H2)(C(H)(C(HO(H))(C(H2)(C(H)(N(C(H)(C(C(H3))(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HO(H))(C(HN(C(H3)C(H3)))(C(H2)(C(HC(H3))(O(){7})))))<7>))))))
R06427;;;None;None;(2)C(H)(C(HO(H))(C(HO(H))(C(HC(H2S[+1](C(H3)C(H2C(H2C(HN(H2)C(O(H)O)))))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1>+C(H2)(C(H)(C(HO(H))(C(H2)(C(H)(N(C(H)(C(C(H3))(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HO(H))(C(HN(H2))(C(H2)(C(HC(H3))(O(){7})))))<7>))))))<=>(2)C(H)(C(HO(H))(C(HO(H))(C(HC(H2S(C(H2C(H2C(HN(H2)C(O(H)O)))))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1>+C(H2)(C(H)(C(HO(H))(C(H2)(C(H)(N(C(H)(C(C(H3))(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HO(H))(C(HN(C(H3)C(H3)))(C(H2)(C(HC(H3))(O(){7})))))<7>))))))
R06439;;;None;None;(2)C(H)(C(HO(H))(C(HO(H))(C(HC(H2S[+1](C(H3)C(H2C(H2C(HN(H2)C(O(H)O)))))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1>+C(H2)(C(H)(C(HO(H))(C(H2)(C(H)(N(C(H)(C(C(H3))(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HO(H))(C(HN(H2))(C(HO(H))(C(HC(H3))(O(){7})))))<7>))))))<=>(2)C(H)(C(HO(H))(C(HO(H))(C(HC(H2S(C(H2C(H2C(HN(H2)C(O(H)O)))))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1>+C(H2)(C(H)(C(HO(H))(C(H2)(C(H)(N(C(H)(C(C(H3))(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HO(H))(C(HN(C(H3)C(H3)))(C(HO(H))(C(HC(H3))(O(){7})))))<7>))))))
R03725;;;None;None;(2)C(H)(C(HO(H))(C(HO(H))(C(HC(H2S[+1](C(H3)C(H2C(H2C(HN(H2)C(O(H)O)))))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1>+C(H2)(C(H2)(C(HC(HC(H3)C(H2C(H2C(HC(C(H3)C(H3)))))))(C(C(H3))(C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(H)(C(C(H2)(C(HO(H))(C(H2)(C(H2)(C(C(H3))(){7,11})))))<11>))C(H)(){1,4}))<7>)))<4>)))<1><=>(2)C(H)(C(HO(H))(C(HO(H))(C(HC(H2S(C(H2C(H2C(HN(H2)C(O(H)O)))))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1>+C(H2)(C(H2)(C(HC(HC(HC(HC(HC(HC(H3)C(H3))C(H2C(H3)))))C(H3)))(C(C(H3))(C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(H)(C(C(H2)(C(HO(H))(C(H2)(C(H2)(C(C(H3))(){7,11})))))<11>))C(H)(){1,4}))<7>)))<4>)))<1>
R05122;;;None;None;(2)C(H)(C(HO(H))(C(HO(H))(C(HC(H2S[+1](C(H3)C(H2C(H2C(HN(H2)C(O(H)O)))))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1>+C(N(H2))(C(N(HC(H2C(OC(HO(H)C(HO(H)C(H2O(P(O(P(O(P(O(H)O(H)O))O(H)O))O(H)O)))))))))(N(C(N(H2))(N(H)(C(O)(){1})))))<1><=>(2)C(H)(C(HO(H))(C(HO(H))(C(HC(H2S(C(H2C(H2C(HN(H2)C(O(H)O)))))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1>+C(HC(H3))(C(C(O(H)C(HO(H)C(H2O(P(O(P(O(P(O(H)O(H)O))O(H)O))O(H)O))))C(H3)))(N(C(C(N(H)(){1}N(C(N(H2))(N(H)(C(O)(){4})))))<4>)))<1>
R05822;;1.1.3.28;None;None;(2)C(H)(C(HO(H))(C(HO(H))(C(HC(HO))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(H)(C(O)(){5})))){2})<5>)))<2>)<1><=>(2)C(H)(C(O)(C(HO(H))(C(HC(H2O(H)))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(H)(C(O)(){5})))){2})<5>)))<2>)<1>
R00015;Sucrose:sucrose 1F-beta-D-fructosyltransferase|;2.4.1.99;None;None;(2)C(H)(C(HO(H))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){1}))))O(C(C(H2O(H)))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){3}))))<3>))<1><=>C(H2)(C(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){2})))O(C(H)(C(HO(H))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){4})))))<4>))<2>O(C(C(H2O(H)))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){3}))))<3>))+C(HC(H2O(H)))(C(HO(H))(C(HO(H))(C(HO(H))(C(HO(H))(O(){1})))))<1>
R00049;1-O-Galloyl-beta-D-glucose:1-O-galloyl-beta-D-glucose|;2.3.1.90;None;None;(2)C(H)(C(HO(H))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){1}))))O(C(O)(C(C(H)(C(O(H))(C(O(H))(C(O(H))(C(H)(){4})))))<4>)))<1><=>C(H2)(C(H)(C(HO(H))(C(HO(H))(C(HO(H))(C(H)(O(C(O)(C(C(H)(C(O(H))(C(O(H))(C(O(H))(C(H)(){9})))))<9>))O(){2})))))<2>O(C(O)(C(C(H)(C(O(H))(C(O(H))(C(O(H))(C(H)(){4})))))<4>)))+C(HC(H2O(H)))(C(HO(H))(C(HO(H))(C(HO(H))(C(HO(H))(O(){1})))))<1>
R00063;1-O-(4-Hydroxy-3,5-dimethoxycinnamoyl)-beta-D-glucoside:1-O-(4-|;2.3.1.103;None;None;(2)C(H)(C(HO(H))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){1}))))O(C(O)(C(H)(C(H)(C(C(H)(C(O(C(H3)))(C(O(H))(C(O(C(H3)))(C(H)(){6})))))<6>)))))<1><=>C(H)(C(H)(O(C(O)(C(H)(C(H)(C(C(H)(C(O(C(H3)))(C(O(H))(C(O(C(H3)))(C(H)(){7})))))<7>))))O(C(HC(H2O(H)))(C(HO(H))(C(HO(H))(){1}))))O(C(O)(C(H)(C(H)(C(C(H)(C(O(C(H3)))(C(O(H))(C(O(C(H3)))(C(H)(){6})))))<6>)))))<1>+C(HC(H2O(H)))(C(HO(H))(C(HO(H))(C(HO(H))(C(HO(H))(O(){1})))))<1>
R02394;Bilirubin:oxygen oxidoreductase|;1.3.3.5;None;None;(2)C(H2)(C(C(C(H2C(H2C(O(H)O))))(C(C(H3))(C(C(H)(C(C(C(HC(H2)))(C(C(H3))(C(O)(N(H)(){7}))))<7>)N(H)(){2}))))<2>C(C(C(H2C(H2C(O(H)O))))(C(C(H3))(C(C(H)(C(C(C(H3))(C(C(HC(H2)))(C(O)(N(H)(){7}))))<7>)N(H)(){2}))))<2>)<=>(2)C(H)(C(C(C(H2C(H2C(O(H)O))))(C(C(H3))(C(C(H)(C(C(C(HC(H2)))(C(C(H3))(C(O)(N(H)(){7}))))<7>)N(H)(){2}))))<2>C(C(C(H2C(H2C(O(H)O))))(C(C(H3))(C(C(H)(C(C(C(H3))(C(C(HC(H2)))(C(O)(N(H)(){7}))))<7>)N(){2}))))<2>)
R03222;Protoporphyrinogen-IX:oxygen oxidoreductase|;1.3.3.4;None;None;(2)C(H2)(C(C(C(H2C(H2C(O(H)O))))(C(C(H3))(C(C(H2)(C(C(C(HC(H2)))(C(C(H3))(C(C(H2)(C(C(C(HC(H2)))(C(C(H3))(C(C(H2)(C(C(C(H3))(C(C(H2C(H2C(O(H)O))))(C(N(H)(){17}){1})))<17>)N(H)(){12}))))<12>)N(H)(){7}))))<7>)N(H)(){2}))))<2>)<1><=>(2)C(H)(C(C(C(H2C(H2C(O(H)O))))(C(C(H3))(C(C(H)(C(C(C(HC(H2)))(C(C(H3))(C(C(H)(C(C(C(HC(H2)))(C(C(H3))(C(C(H)(C(C(C(H3))(C(C(H2C(H2C(O(H)O))))(C(N(){17}){1})))<17>)N(H)(){12}))))<12>)N(){7}))))<7>)N(H)(){2}))))<2>)<1>
R05422;;1.14.12.12;None;None;(2)C(H2)(C(C(H)(C(H)(C(H)(C(H)(C(C(C(H)(C(H)(C(H)(C(H)(C(){1,8})))))<8>){2})))))<2>)<1><=>(2)C(HO(H))(C(C(H)(C(H)(C(H)(C(H)(C(C(C(H)(C(H)(C(H)(C(H)(C(){1,8})))))<8>){2})))))<2>)<1>
R05437;;1.14.12.0;None;None;(2)C(H2)(C(C(H)(C(H)(C(H)(C(H)(C(C(H2)(C(O)(){1})){2})))))<2>)<1><=>(2)C(H2)(C(C(H)(C(H)(C(H)(C(H)(C(C(H2)(O(C(O)(){1}))){2})))))<2>)<1>
R05438;;1.14.12.0;None;None;(2)C(H2)(C(C(H)(C(H)(C(H)(C(H)(C(C(H2)(C(O)(){1})){2})))))<2>)<1><=>(2)C(H2)(C(C(H)(C(H)(C(H)(C(H)(C(C(H2)(O(C(O)(){1}))){2})))))<2>)<1>
R05545;;;None;None;(2)C(H2)(C(C(H)(C(H)(C(H)(C(H)(C(C(HC(HO))(C(O)(){1})){2})))))<2>)<1><=>(2)C(H2)(C(C(H)(C(H)(C(H)(C(H)(C(C(H2)(C(O)(){1})){2})))))<2>)<1>
R06254;;;None;None;(2)C(H2)(C(H)(C(C(H2C(H3)))(C(C(H3))(C(O)(N(H)(){2}))))<2>C(C(C(H3))(C(C(H2C(H2C(O(H)O))))(C(C(H2)(C(C(C(H2C(H2C(O(H)O))))(C(C(H3))(C(C(H2)(C(H)(C(C(H3))(C(C(H2C(H3)))(C(O)(N(H)(){12}))))<12>)N(H)(){7}))))<7>)N(H)(){2}))))<2>)<=>(2)C(H2)(C(H)(C(C(H2C(H3)))(C(C(H3))(C(O)(N(H)(){2}))))<2>C(C(C(H3))(C(C(H2C(H2C(O(H)O))))(C(C(H)(C(C(C(H2C(H2C(O(H)O))))(C(C(H3))(C(C(H2)(C(H)(C(C(H3))(C(C(H2C(H3)))(C(O)(N(H)(){12}))))<12>)N(){7}))))<7>)N(H)(){2}))))<2>)
R00070;;;None;None;(2)C(H2)(C(H)(C(C(H2C(H3)))(C(C(H3))(C(O)(N(H)(){2}))))<2>C(C(C(H3))(C(C(H2C(H2C(O(H)O))))(C(C(H2)(C(C(C(H2C(H2C(O(H)O))))(C(C(H3))(C(C(H2)(C(H)(C(C(H3))(C(C(HC(H2)))(C(O)(N(H)(){12}))))<12>)N(H)(){7}))))<7>)N(H)(){2}))))<2>)<=>(2)C(H2)(C(H)(C(C(H2C(H3)))(C(C(H3))(C(O)(N(H)(){2}))))<2>C(C(C(H3))(C(C(H2C(H2C(O(H)O))))(C(C(H)(C(C(C(H2C(H2C(O(H)O))))(C(C(H3))(C(C(H2)(C(H)(C(C(H3))(C(C(HC(H2)))(C(O)(N(H)(){12}))))<12>)N(){7}))))<7>)N(H)(){2}))))<2>)
R06255;;;None;None;(2)C(H2)(C(H)(C(HC(H2C(H3)))(C(HC(H3))(C(O)(N(H)(){2}))))<2>C(C(C(H3))(C(C(H2C(H2C(O(H)O))))(C(C(H2)(C(C(C(H2C(H2C(O(H)O))))(C(C(H3))(C(C(H2)(C(H)(C(HC(H3))(C(HC(H2C(H3)))(C(O)(N(H)(){12}))))<12>)N(H)(){7}))))<7>)N(H)(){2}))))<2>)<=>(2)C(H2)(C(H)(C(HC(H2C(H3)))(C(HC(H3))(C(O)(N(H)(){2}))))<2>C(C(C(H3))(C(C(H2C(H2C(O(H)O))))(C(C(H)(C(C(C(H2C(H2C(O(H)O))))(C(C(H3))(C(C(H2)(C(H)(C(HC(H3))(C(HC(H2C(H3)))(C(O)(N(H)(){12}))))<12>)N(){7}))))<7>)N(H)(){2}))))<2>)
R00073;Prostaglandin H2:oxygen oxidoreductase|;1.14.99.1;None;None;(2)C(H2)(C(H)(C(HC(H2C(HC(HC(H2C(H2C(H2C(O(H)O))))))))(C(HC(HC(HC(HO(H)C(H2C(H2C(H2C(H2C(H3)))))))))(C(H)(O(O(){2})){1})))<2>)<1><=>(2)C(H2)(C(H)(C(HC(H2C(HC(HC(H2C(H2C(H2C(O(H)O))))))))(C(HC(HC(HC(HO(O(H))C(H2C(H2C(H2C(H2C(H3)))))))))(C(H)(O(O(){2})){1})))<2>)<1>
R06720;;;None;None;(2)C(H2)(C(H)(C(HO(H))(C(H2)(C(H)(N(C(H)(C(C(H3))(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(H2)(C(HO(H))(C(HO(H))(C(HC(H3))(O(){7})))))<7>))))))+C(H2)(C(H)(C(HO(H))(C(HC(H3))(O(C(H)(O(C(H)(C(H2)(C(H)(O(C(C(H)(C(H2)(C(C(H)(C(C(H)(C(O(H))(C(C(H3))(C(O(H))(C(C(O(H))(C(C(O)(){12}){15})){17})))))<17>))<15>)C(HO(C(H3)))(C(O(H))(C(C(OC(H3)))(C(O)())))))<12>)O(C(HC(H3))(C(HO(H))(){8})))))<8>)){1})))O(C(H)(C(H2)(C(O(H)C(H3))(C(HO(H))(C(HC(H3))(O(){4})))))<4>)))<1><=>C(H2)(C(H)(C(HO(H))(C(HC(H3))(O(C(H)(O(C(C(H)(C(C(H)(C(C(H2)(C(H)(C(HO(C(H3)))(C(O(H))(C(C(OC(H3)))(C(O)(C(C(O)(C(C(O(H))(C(C(O(H))(C(C(H3))(){8})){10})){12})O(C(H)(C(H2)(C(H)(C(HO(H))(C(HC(H3))(O(){21}))O(C(H)(C(H2)(C(H)(C(HO(H))(C(HC(H3))(O(){25}))O(C(H)(C(H2)(C(O(H)C(H3))(C(HO(H))(C(HC(H3))(O(){29})))))<29>))))<25>))))<21>)){14})))))<14>))<12>))<10>))<8>)){1})))O(C(H)(C(H2)(C(HO(H))(C(HO(H))(C(HC(H3))(O(){4})))))<4>)))<1>+(2)C(H2)(C(H)(N(C(H)(C(C(H3))(C(O)(N(H)(C(O)(){3})))))<3>O(C(HC(H2O(P(O(P(O(H)O(H)O))O(H)O))))(C(HO(H))(){1}))))<1>
R00039;Raffinose:raffinose alpha-D-galactosyltransferase|;2.4.1.166;None;None;(2)C(H2)(C(H)(C(HO(H))(C(HO(H))(C(HO(H))(C(H)(O(C(C(H2O(H)))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){8}))))<8>)O(){2})))))<2>O(C(H)(C(HO(H))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){3})))))<3>))<=>C(H)(C(HO(H))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){1}))))O(C(C(H2O(H)))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){3}))))<3>))<1>+C(H2)(C(H)(C(HO(H))(C(HO(H))(C(C(H2O(H)))(O(C(H)(C(HO(H))(C(HO(H))(C(HO(H))(C(H)(C(H2)(O(C(H)(C(HO(H))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){14})))))<14>))O(){7})))))<7>)O(){2}))))<2>O(C(H)(C(HO(H))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){3})))))<3>))
R05456;;;None;None;(2)C(H2)(C(H)(C(O(H))(C(O)(C(C(C(C(H3))(C(C(C(O(H))(C(H)(C(H)(C(Cl)(){8})))C(O(H))(){5}))<8>)){1})<5>)C(O)(C(C(ON(H2)))(C(O(H))(C(O)(){2})))))<2>)<1><=>(2)C(H2)(C(H)(C(O(H))(C(O)(C(C(C(C(H3))(C(C(H)(C(H)(C(H)(C(O(H))(C(C(O(H))(){5}){8})))))<8>)){1})<5>)C(O)(C(C(ON(H2)))(C(O(H))(C(O)(){2})))))<2>)<1>+(2)Cl(H)
R05989;UDP-galactose:N-acetyl-beta-D-glucosaminylglycopeptide|;2.4.1.38;None;None;(2)C(H2)(C(H2)(C(H)(C(C(C(C(O(H))(C(O(C(H3)))(C(O(H))(){4}))C(O)(C(H)(C(C(C(H)(C(H)(C(O(H))(C(H)(C(H)(){10})))))<10>O(){5})))))<5>)<4>N(C(H3))(C(H2)(){1}))))<1><=>(C(HRN(HC(OC(HRN(H2)))))C(ON(HC(HRC(O(H)O)))))+(2)C(H2)(C(H)(C(HO(C(OC(H3))))(C(H)(C(C(H2)(C(C(H3))(C(HO(H))(C(H2)(C(H)(O(C(O)(C(HO(H))(C(HN(C(H3)C(H3)))(C(C(H)(C(H)(C(H)(C(H)(C(H)(){15})))))<15>))))){5}))C(O)(C(HO(H))(C(C(C(H3)C(H3))(){2}C(C(H3))(C(HO(C(OC(H3))))(){1})))))))<5>)))<2>)<1>
R06135;sucrose:sucrose 1F-beta-D-fructosyltransferase|;2.4.1.99;None;None;(2)C(H2)(C(H2)(C(H)(C(H)(C(H2)(){1}C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(H2)(C(H)(C(H2)(C(HO(H))(C(H2)(C(H2)(C(H)(){7,11})))))<11>))){3})<7>))))<3>))<1><=>C(H)(C(H)(C(O(H))(C(I)(C(H)(C(C(H2C(HN(H2)C(O(H)O))))(){1})))))<1>+C(HC(H2O(H)))(C(HO(H))(C(HO(H))(C(HO(H))(C(HO(H))(O(){1})))))<1>
R05430;;1.14.12.0;None;None;(2)C(H2)(C(H2)(C(O)(C(C(H)(C(H)(C(H)(C(H)(C(){1,4})))))<4>)))<1><=>(2)C(H2)(C(H2)(C(O)(O(C(C(H)(C(H)(C(H)(C(H)(C(){1,5})))))<5>))))<1>
R05432;;1.14.12.0;None;None;(2)C(H2)(C(H2)(C(O)(C(C(H)(C(H)(C(H)(C(H)(C(){1,4})))))<4>)))<1><=>(2)C(H2)(C(H2)(C(O)(O(C(C(H)(C(H)(C(H)(C(H)(C(){1,5})))))<5>))))<1>
R05540;;;None;None;(2)C(H2)(C(H2)(C(O)(C(C(H)(C(H)(C(H)(C(H)(C(){1,4})))))<4>)))<1><=>(2)C(H2)(C(HC(HO))(C(O)(C(C(H)(C(H)(C(H)(C(H)(C(){1,4})))))<4>)))<1>
R05431;;1.14.12.0;None;None;(2)C(H2)(C(H2)(C(O)(C(C(H)(C(H)(C(H)(C(H)(C(){1,4})))))<4>)))<1><=>(2)C(H2)(C(HO(H))(C(C(H)(C(H)(C(H)(C(H)(C(C(O)(){1}){3})))))<3>))<1>
R05433;;1.14.12.0;None;None;(2)C(H2)(C(H2)(C(O)(C(C(H)(C(H)(C(H)(C(H)(C(){1,4})))))<4>)))<1><=>(2)C(H2)(C(HO(H))(C(C(H)(C(H)(C(H)(C(H)(C(C(O)(){1}){3})))))<3>))<1>
R00099;NADH:cob(II)alamin oxidoreductase|;1.16.1.4;None;None;(2)C(H2)(C(H2)(C(O)(N(H)(C(H2)(C(HC(H3))(O(P(O(H)O)(O(C(H)(C(HC(H2O(H)))(O(C(H)(C(HO(H))(){10}N(C(H)(N[+1](C(C(H)(C(C(H3))(C(C(H3))(C(H)(C(){14,17})))))<17>Co[+1](N[+1](C(C(H3))(C(C(H3)C(H2C(ON(H2))))(C(HC(H2C(H2C(ON(H2)))))(C(C(C(H3))(C(C(C(H3)C(H2C(ON(H2))))(C(HC(H2C(H2C(ON(H2)))))(C(C(H)(C(C(C(H3)C(H3))(C(HC(H2C(H2C(ON(H2)))))(C(C(C(H3))(C(C(C(H3))(C(HC(H2C(ON(H2))))(C(N[+1](){17,34}){19})){1})<34>)N[+1](){29}))))<29>)N[+1](){24}))))<24>)){18})))<19>)<18>)<17>)))<14>))))<10>)))))))))<1><=>(2)C(H2)(C(H2)(C(O)(N(H)(C(H2)(C(HC(H3))(O(P(O(H)O)(O(C(H)(C(HC(H2O(H)))(O(C(H)(C(HO(H))(){10}N(C(H)(N[+1](C(C(H)(C(C(H3))(C(C(H3))(C(H)(C(){14,17})))))<17>Co[+2](N(C(H)(C(HC(H2C(ON(H2))))(C(C(H3))(C(C(C(H3))(C(C(HC(H2C(H2C(ON(H2)))))(C(C(H3)C(H3))(C(C(H)(C(C(HC(H2C(H2C(ON(H2)))))(C(C(H3)C(H2C(ON(H2))))(C(C(C(H3))(C(C(HC(H2C(H2C(ON(H2)))))(C(C(H3)C(H2C(ON(H2))))(C(C(H3))(N[+1](){17,34}){19})))<34>)N[+1](){29}))))<29>)N[+1](){24}))))<24>)){18}){1}))<19>)<18>)<17>)))<14>))))<10>)))))))))<1>
